desc,valor,metraje
Más de 4 dormitorios en Parque Batlle,U$S 415.000,200
4 Dormitorios en Pocitos,U$S 415.000,200
Más de 4 dormitorios en Pocitos,U$S 415.000,150
4 Dormitorios en Pocitos,U$S 415.000,
4 Dormitorios en Pocitos,U$S 415.000,
4 Dormitorios en Malvin,U$S 419.000,200
4 Dormitorios en Malvin,U$S 419.000,200
Más de 4 dormitorios en Parque Batlle,U$S 420.000,100
4 Dormitorios en Malvin,U$S 420.000,350
4 Dormitorios en Ciudad Vieja,U$S 420.000,225
Más de 4 dormitorios en Pocitos,U$S 420.000,200
Más de 4 dormitorios en Pocitos Nuevo,U$S 420.000,
Más de 4 dormitorios en Parque Batlle,U$S 420.000,260
4 Dormitorios en Malvin,U$S 420.000,200
3 Dormitorios en Carrasco,U$S 420.000,135
4 Dormitorios en Malvin,U$S 420.000,120
Más de 4 dormitorios en Malvin,U$S 420.000,250
3 Dormitorios en Pocitos,U$S 420.000,262
Más de 4 dormitorios en Tres Cruces,U$S 420.000,396
3 Dormitorios en Carrasco,U$S 420.000,200
3 Dormitorios en Carrasco,U$S 420.000,150
4 Dormitorios en Pocitos,U$S 420.000,
3 Dormitorios en Punta Gorda,U$S 420.000,159
Más de 4 dormitorios en Parque Batlle,U$S 420.000,170
Más de 4 dormitorios en Parque Rodo,U$S 420.000,218
4 Dormitorios en Malvin,U$S 420.000,210
4 Dormitorios en Pocitos,U$S 420.000,200
3 Dormitorios en La Blanqueada,U$S 420.000,172
3 Dormitorios en Punta Gorda,U$S 420.000,160
Más de 4 dormitorios en Malvin,U$S 420.000,350
Más de 4 dormitorios en Malvin,U$S 420.000,250
Más de 4 dormitorios en Prado,U$S 420.000,597
3 Dormitorios en Malvin,U$S 420.000,233
4 Dormitorios en Malvin,U$S 420.000,200
3 Dormitorios en Pocitos,U$S 420.000,156
3 Dormitorios en Carrasco,U$S 420.000,200
4 Dormitorios en Parque Rodo,U$S 420.000,267
4 Dormitorios en Malvin,U$S 420.000,500
4 Dormitorios en Parque Batlle,U$S 420.000,200
Más de 4 dormitorios en Prado,U$S 420.000,170
Más de 4 dormitorios en Pocitos,U$S 420.000,200
3 Dormitorios en Punta Gorda,U$S 420.000,140
3 Dormitorios en Carrasco,U$S 420.000,180
3 Dormitorios en Pocitos,U$S 425.000,150
3 Dormitorios en Malvin,U$S 425.000,
Más de 4 dormitorios en Pocitos,U$S 425.000,220
4 Dormitorios en Malvin,U$S 425.000,150
3 Dormitorios en Carrasco,U$S 425.000,157
Más de 4 dormitorios en Parque Rodo,U$S 425.000,292
Más de 4 dormitorios en Punta Carretas,U$S 430.000,175
Más de 4 dormitorios en La Blanqueada,U$S 430.000,416
3 Dormitorios en Parque Miramar,U$S 430.000,139
Más de 4 dormitorios en Pocitos,U$S 430.000,158
Más de 4 dormitorios en Palermo,U$S 430.000,221
3 Dormitorios en Parque Miramar,U$S 430.000,150
4 Dormitorios en Carrasco,U$S 430.000,
3 Dormitorios en Carrasco,U$S 430.000,178
Más de 4 dormitorios en Malvin,U$S 430.000,217
4 Dormitorios en Pocitos,U$S 430.000,150
Más de 4 dormitorios en Cordon,U$S 430.000,410
3 Dormitorios en Villa Biarritz,U$S 430.000,150
1 Dormitorio en Cordon,U$S 430.000,
4 Dormitorios en Carrasco,U$S 430.000,183
3 Dormitorios en Malvin,U$S 430.000,180
3 Dormitorios en Carrasco,U$S 430.000,200
3 Dormitorios en Malvin,U$S 430.000,
4 Dormitorios en Punta Gorda,U$S 430.000,140
4 Dormitorios en Malvin,U$S 430.000,500
Más de 4 dormitorios en Prado,U$S 430.000,630
4 Dormitorios en La Comercial,U$S 430.000,450
3 Dormitorios en Pocitos,U$S 430.000,150
4 Dormitorios en Carrasco,U$S 430.000,183
4 Dormitorios en Villa Biarritz,U$S 430.000,150
3 Dormitorios en Pocitos,U$S 430.000,222
2 Dormitorios en Carrasco,U$S 430.000,185
3 Dormitorios en Pocitos Nuevo,U$S 430.000,215
4 Dormitorios en Punta Carretas,U$S 430.000,150
Más de 4 dormitorios en Palermo,U$S 430.000,
3 Dormitorios en Punta Carretas,U$S 430.000,150
3 Dormitorios en La Blanqueada,U$S 430.000,302
3 Dormitorios en Carrasco,U$S 430.000,190
4 Dormitorios en Punta Carretas,U$S 430.000,150
3 Dormitorios en Pocitos Nuevo,U$S 430.000,158
3 Dormitorios en Malvin,U$S 430.000,
2 Dormitorios en Punta Gorda,U$S 430.000,188
4 Dormitorios en Carrasco,U$S 430.000,179
4 Dormitorios en La Blanqueada,U$S 435.000,261
2 Dormitorios en Carrasco,U$S 435.000,160
3 Dormitorios en Punta Gorda,U$S 435.000,138
3 Dormitorios en Punta Gorda,U$S 435.000,212
4 Dormitorios en Punta Carretas,U$S 435.000,100
2 Dormitorios en Carrasco,U$S 435.000,160
3 Dormitorios en Carrasco,U$S 435.000,150
3 Dormitorios en Carrasco,U$S 435.000,260
Más de 4 dormitorios en Punta Gorda,U$S 440.000,286
4 Dormitorios en Prado,U$S 440.000,181
4 Dormitorios en Prado,U$S 440.000,178
3 Dormitorios en Parque Miramar,U$S 440.000,120
Más de 4 dormitorios en Jacinto Vera,U$S 440.000,390
3 Dormitorios en Prado,U$S 440.000,181
4 Dormitorios en Carrasco,U$S 440.000,287
Más de 4 dormitorios en Prado,U$S 440.000,218
3 Dormitorios en Otro,U$S 440.000,207
4 Dormitorios en Carrasco Norte,U$S 440.000,200
4 Dormitorios en Carrasco,U$S 440.000,287
2 Dormitorios en Punta Carretas,U$S 440.000,122
3 Dormitorios en Parque Batlle,U$S 440.000,190
Más de 4 dormitorios en Carrasco,U$S 440.000,286
Más de 4 dormitorios en Reducto,U$S 440.000,336
Más de 4 dormitorios en La Blanqueada,U$S 440.000,
4 Dormitorios en Carrasco Norte,U$S 440.000,287
3 Dormitorios en B. De Carrasco,U$S 440.000,170
4 Dormitorios en Parque Miramar,U$S 440.000,225
4 Dormitorios en Carrasco,U$S 440.000,300
4 Dormitorios en Carrasco Norte,U$S 440.000,287
3 Dormitorios en Pocitos,U$S 440.000,170
Más de 4 dormitorios en Bella Vista,U$S 440.000,335
4 Dormitorios en Carrasco,U$S 440.000,287
4 Dormitorios en Aires Puros,U$S 445.000,269
Más de 4 dormitorios en Punta Gorda,U$S 448.000,273
2 Dormitorios en Pocitos Nuevo,U$S 449.000,125
4 Dormitorios en Union,U$S 449.000,490
2 Dormitorios en Puerto Buceo,U$S 449.000,125
3 Dormitorios en Buceo,U$S 450.000,163
Más de 4 dormitorios en La Blanqueada,U$S 450.000,177
4 Dormitorios en Punta Carretas,U$S 450.000,100
Más de 4 dormitorios en Malvin,U$S 450.000,248
Más de 4 dormitorios en Pocitos,U$S 450.000,158
4 Dormitorios en Carrasco,U$S 450.000,650
Más de 4 dormitorios en Pocitos,U$S 450.000,194
3 Dormitorios en Colon,U$S 450.000,300
4 Dormitorios en Prado,U$S 450.000,388
Más de 4 dormitorios en Pocitos,U$S 450.000,228
3 Dormitorios en La Comercial,U$S 450.000,180
Más de 4 dormitorios en Prado,U$S 450.000,260
4 Dormitorios en Punta Gorda,U$S 450.000,750
Más de 4 dormitorios en Parque Rodo,U$S 450.000,236
4 Dormitorios en Prado,U$S 450.000,275
4 Dormitorios en Parque Batlle,U$S 450.000,252
4 Dormitorios en Malvin,U$S 450.000,
4 Dormitorios en Prado,U$S 450.000,170
Más de 4 dormitorios en Prado,U$S 450.000,260
Más de 4 dormitorios en Parque Rodo,U$S 450.000,236
3 Dormitorios en Prado,U$S 450.000,559
3 Dormitorios en Carrasco,U$S 450.000,223
3 Dormitorios en Pocitos,U$S 450.000,150
4 Dormitorios en Jacinto Vera,U$S 450.000,280
3 Dormitorios en Punta Gorda,U$S 450.000,140
3 Dormitorios en Pocitos,U$S 450.000,203
3 Dormitorios en Punta Gorda,U$S 450.000,240
3 Dormitorios en Parque Batlle,U$S 450.000,195
Más de 4 dormitorios en Malvin,U$S 450.000,272
3 Dormitorios en Punta Gorda,U$S 450.000,170
Más de 4 dormitorios en Parque Rodo,U$S 450.000,300
Más de 4 dormitorios en Cordon,U$S 450.000,769
3 Dormitorios en Malvin,U$S 450.000,250
3 Dormitorios en Carrasco,U$S 450.000,223
4 Dormitorios en Parque Batlle,U$S 450.000,150
3 Dormitorios en Carrasco,U$S 450.000,223
Más de 4 dormitorios en Ciudad Vieja,U$S 450.000,782
4 Dormitorios en Parque Batlle,U$S 450.000,160
Más de 4 dormitorios en Pocitos,U$S 450.000,200
4 Dormitorios en Villa Biarritz,U$S 450.000,240
Más de 4 dormitorios en Punta Carretas,U$S 450.000,254
3 Dormitorios en Parque Batlle,U$S 450.000,150
3 Dormitorios en La Comercial,U$S 450.000,180
3 Dormitorios en Cordon,U$S 450.000,370
3 Dormitorios en La Comercial,U$S 450.000,
3 Dormitorios en Punta Gorda,U$S 450.000,532
3 Dormitorios en Punta Gorda,U$S 450.000,532
Más de 4 dormitorios en La Blanqueada,U$S 450.000,177
Más de 4 dormitorios en Carrasco,U$S 450.000,
3 Dormitorios en Ciudad Vieja,U$S 450.000,322
3 Dormitorios en Ciudad Vieja,U$S 450.000,289
4 Dormitorios en Punta Gorda,U$S 450.000,750
Más de 4 dormitorios en Ciudad Vieja,U$S 450.000,670
3 Dormitorios en Parque Miramar,U$S 450.000,122
4 Dormitorios en Colon,U$S 450.000,350
Más de 4 dormitorios en Sayago,U$S 450.000,
Más de 4 dormitorios en Pocitos,U$S 450.000,224
3 Dormitorios en Pocitos,U$S 450.000,211
4 Dormitorios en Puerto Buceo,U$S 450.000,140
3 Dormitorios en La Blanqueada,U$S 450.000,232
3 Dormitorios en Pocitos Nuevo,U$S 450.000,180
Más de 4 dormitorios en Malvin,U$S 450.000,250
4 Dormitorios en Carrasco,U$S 450.000,1
Más de 4 dormitorios en Centro,U$S 450.000,399
4 Dormitorios en Parque Batlle,U$S 450.000,
4 Dormitorios en La Blanqueada,U$S 450.000,
3 Dormitorios en La Blanqueada,U$S 450.000,220
3 Dormitorios en Carrasco,U$S 450.000,200
Más de 4 dormitorios en La Blanqueada,U$S 450.000,323
Más de 4 dormitorios en Atahualpa,U$S 450.000,276
3 Dormitorios en Punta Gorda,U$S 450.000,273
Más de 4 dormitorios en Carrasco Norte,U$S 450.000,
3 Dormitorios en Carrasco,U$S 450.000,200
Más de 4 dormitorios en Colon,U$S 450.000,350
4 Dormitorios en Prado,U$S 450.000,250
3 Dormitorios en La Blanqueada,U$S 450.000,209
4 Dormitorios en Malvin,U$S 460.000,303
Más de 4 dormitorios en Prado,U$S 460.000,300
Más de 4 dormitorios en Prado,U$S 460.000,300
3 Dormitorios en Malvin,U$S 460.000,469
4 Dormitorios en Carrasco,U$S 460.000,217
Más de 4 dormitorios en Prado,U$S 460.000,209
Más de 4 dormitorios en Prado,U$S 460.000,240
Más de 4 dormitorios en Prado,U$S 460.000,
3 Dormitorios en Punta Gorda,U$S 460.000,180
4 Dormitorios en Parque Batlle,U$S 460.000,230
4 Dormitorios en Cordon,U$S 460.000,317
3 Dormitorios en Carrasco,U$S 460.000,147
3 Dormitorios en Punta Gorda,U$S 460.000,160
1 Ambiente en Ciudad Vieja,U$S 460.000,700
3 Dormitorios en Pocitos,U$S 460.000,303
3 Dormitorios en Carrasco,U$S 460.000,225
3 Dormitorios en Punta Gorda,U$S 460.000,150
4 Dormitorios en Carrasco,U$S 460.000,260
3 Dormitorios en Punta Gorda,U$S 460.000,170
Más de 4 dormitorios en Pocitos,U$S 460.000,241
3 Dormitorios en Punta Gorda,U$S 460.000,180
3 Dormitorios en Punta Gorda,U$S 460.000,180
4 Dormitorios en Parque Batlle,U$S 460.000,230
Más de 4 dormitorios en Prado,U$S 460.000,
Más de 4 dormitorios en Malvin,U$S 460.000,319
Más de 4 dormitorios en Prado,U$S 460.000,240
3 Dormitorios en Parque Batlle,U$S 460.000,146
Más de 4 dormitorios en Prado,U$S 460.000,240
Más de 4 dormitorios en Belvedere,U$S 465.000,288
4 Dormitorios en Carrasco,U$S 465.000,340
3 Dormitorios en Parque Miramar,U$S 465.000,137
Más de 4 dormitorios en Prado,U$S 465.000,
3 Dormitorios en Punta Gorda,U$S 465.000,200
3 Dormitorios en Punta Gorda,U$S 465.000,378
3 Dormitorios en Punta Gorda,U$S 465.000,400
3 Dormitorios en Pocitos,U$S 470.000,200
3 Dormitorios en Puerto Buceo,U$S 470.000,171
3 Dormitorios en Otro,U$S 470.000,140
3 Dormitorios en Carrasco,U$S 470.000,185
3 Dormitorios en Punta Gorda,U$S 470.000,180
Más de 4 dormitorios en Prado,U$S 470.000,272
4 Dormitorios en Punta Carretas,U$S 470.000,196
Más de 4 dormitorios en Prado,U$S 470.000,392
4 Dormitorios en Pocitos,U$S 470.000,250
4 Dormitorios en Malvin,U$S 470.000,220
Más de 4 dormitorios en Buceo,U$S 470.000,360
3 Dormitorios en Puerto Buceo,U$S 470.000,171
Más de 4 dormitorios en Pocitos,U$S 470.000,196
3 Dormitorios en Carrasco,U$S 470.000,150
4 Dormitorios en Pocitos,U$S 470.000,196
3 Dormitorios en Puerto Buceo,U$S 470.000,171
3 Dormitorios en Pocitos,U$S 470.000,
Más de 4 dormitorios en Parque Rodo,U$S 470.000,360
3 Dormitorios en Punta Gorda,U$S 470.000,180
3 Dormitorios en Carrasco,U$S 470.400,140
3 Dormitorios en Carrasco,U$S 470.400,155
3 Dormitorios en Punta Carretas,U$S 475.000,
3 Dormitorios en Punta Carretas,U$S 475.000,104
4 Dormitorios en Punta Gorda,U$S 475.000,200
2 Dormitorios en Punta Carretas,U$S 475.000,
3 Dormitorios en Punta Carretas,U$S 475.000,190
3 Dormitorios en Malvin,U$S 475.000,280
4 Dormitorios en Punta Gorda,U$S 475.000,
2 Dormitorios en Punta Carretas,U$S 475.000,104
2 Dormitorios en Punta Carretas,U$S 475.000,210
Más de 4 dormitorios en Pocitos,U$S 475.000,228
4 Dormitorios en Punta Gorda,U$S 475.000,306
2 Dormitorios en Punta Carretas,U$S 475.000,190
3 Dormitorios en Prado,U$S 475.000,276
3 Dormitorios en Otro,U$S 479.000,140
4 Dormitorios en Prado,U$S 480.000,288
Más de 4 dormitorios en Malvin,U$S 480.000,
2 Dormitorios en Carrasco,U$S 480.000,278
4 Dormitorios en Malvin,U$S 480.000,170
4 Dormitorios en Prado,U$S 480.000,500
4 Dormitorios en Prado,U$S 480.000,365
3 Dormitorios en Punta Gorda,U$S 480.000,263
2 Dormitorios en Punta Gorda,U$S 480.000,280
4 Dormitorios en Pocitos Nuevo,U$S 480.000,150
4 Dormitorios en Carrasco,U$S 480.000,197
3 Dormitorios en Carrasco,U$S 480.000,150
3 Dormitorios en Parque Batlle,U$S 480.000,236
3 Dormitorios en Punta Gorda,U$S 480.000,180
4 Dormitorios en Pocitos Nuevo,U$S 480.000,250
3 Dormitorios en Buceo,U$S 480.000,
Más de 4 dormitorios en Tres Cruces,U$S 480.000,256
2 Dormitorios en Punta Gorda,U$S 480.000,180
3 Dormitorios en Carrasco,U$S 480.000,278
2 Dormitorios en Punta Gorda,U$S 480.000,280
Más de 4 dormitorios en Punta Gorda,U$S 480.000,238
3 Dormitorios en Carrasco,U$S 480.000,210
Más de 4 dormitorios en Centro,U$S 480.000,600
1 Ambiente en Ciudad Vieja,U$S 480.000,700
4 Dormitorios en Prado,U$S 480.000,300
3 Dormitorios en Cno. Carrasco,U$S 480.000,400
Más de 4 dormitorios en Carrasco,U$S 480.000,298
4 Dormitorios en Prado,U$S 480.000,430
2 Dormitorios en Punta Gorda,U$S 480.000,280
3 Dormitorios en Malvin Norte,U$S 480.000,400
Más de 4 dormitorios en Malvin,U$S 480.000,368
4 Dormitorios en Prado,U$S 480.000,300
Más de 4 dormitorios en Carrasco,U$S 480.000,340
2 Dormitorios en Punta Gorda,U$S 480.000,180
3 Dormitorios en Punta Gorda,U$S 480.000,206
4 Dormitorios en Prado,U$S 480.000,186
3 Dormitorios en Carrasco,U$S 480.000,210
3 Dormitorios en Punta Gorda,U$S 480.000,263
2 Dormitorios en Lezica,U$S 482.000,398
3 Dormitorios en Punta Carretas,U$S 485.000,190
3 Dormitorios en Prado,U$S 485.000,190
4 Dormitorios en Pocitos,U$S 485.000,270
3 Dormitorios en Pocitos,U$S 485.000,188
4 Dormitorios en Carrasco,U$S 485.000,260
Más de 4 dormitorios en Punta Carretas,U$S 485.000,270
3 Dormitorios en Punta Gorda,U$S 485.000,220
4 Dormitorios en Carrasco,U$S 485.000,211
4 Dormitorios en Carrasco,U$S 485.000,200
4 Dormitorios en Pocitos Nuevo,U$S 485.000,270
3 Dormitorios en Carrasco,U$S 485.000,190
4 Dormitorios en Punta Carretas,U$S 485.000,270
3 Dormitorios en Carrasco,U$S 485.000,263
Más de 4 dormitorios en Carrasco,U$S 485.000,230
3 Dormitorios en Pocitos,U$S 490.000,211
3 Dormitorios en Carrasco,U$S 490.000,135
4 Dormitorios en Carrasco,U$S 490.000,153
3 Dormitorios en Malvin,U$S 490.000,200
Más de 4 dormitorios en Carrasco Norte,U$S 490.000,272
3 Dormitorios en Carrasco,U$S 490.000,122
3 Dormitorios en Pocitos,U$S 490.000,100
4 Dormitorios en Malvin,U$S 490.000,168
4 Dormitorios en Punta Gorda,U$S 490.000,
1 Ambiente en Pocitos,U$S 490.000,200
Más de 4 dormitorios en Pocitos,U$S 490.000,
3 Dormitorios en Punta Carretas,U$S 490.000,260
4 Dormitorios en Punta Gorda,U$S 490.000,257
4 Dormitorios en Punta Gorda,U$S 490.000,257
4 Dormitorios en Carrasco,U$S 490.000,385
Más de 4 dormitorios en Carrasco Norte,U$S 490.000,272
Más de 4 dormitorios en Prado,U$S 490.000,425
1 Ambiente en Punta Carretas,U$S 490.000,217
4 Dormitorios en Punta Gorda,U$S 490.000,280
Más de 4 dormitorios en Palermo,U$S 490.000,769
3 Dormitorios en Carrasco,U$S 490.000,280
3 Dormitorios en Punta Gorda,U$S 490.000,165
3 Dormitorios en Carrasco Norte,U$S 490.000,137
3 Dormitorios en Carrasco,U$S 490.000,122
1 Ambiente en Ciudad Vieja,U$S 490.000,478
3 Dormitorios en Carrasco,U$S 490.000,150
4 Dormitorios en Punta Gorda,U$S 490.000,300
Más de 4 dormitorios en Malvin,U$S 490.000,250
Más de 4 dormitorios en Punta Carretas,U$S 490.000,230
Más de 4 dormitorios en Prado,U$S 492.000,440
Más de 4 dormitorios en Prado,U$S 492.000,440
3 Dormitorios en Carrasco,U$S 495.000,116
Más de 4 dormitorios en Punta Carretas,U$S 495.000,230
3 Dormitorios en Carrasco,U$S 495.000,
4 Dormitorios en Carrasco,U$S 495.000,163
Más de 4 dormitorios en Punta Carretas,U$S 495.000,259
Más de 4 dormitorios en Punta Carretas,U$S 495.000,230
4 Dormitorios en Carrasco,U$S 495.000,400
Más de 4 dormitorios en Punta Carretas,U$S 495.000,268
3 Dormitorios en Carrasco,U$S 495.000,200
Más de 4 dormitorios en Punta Carretas,U$S 495.000,268
3 Dormitorios en Carrasco,U$S 495.000,185
4 Dormitorios en Carrasco,U$S 495.000,400
3 Dormitorios en Carrasco,U$S 495.000,131
3 Dormitorios en B. De Carrasco,U$S 495.000,240
Más de 4 dormitorios en Punta Carretas,U$S 495.000,270
3 Dormitorios en Parque Rodo,U$S 495.000,208
Más de 4 dormitorios en Punta Carretas,U$S 495.000,
Más de 4 dormitorios en Punta Carretas,U$S 495.000,
Más de 4 dormitorios en Punta Carretas,U$S 495.000,236
Más de 4 dormitorios en Malvin,U$S 495.000,308
3 Dormitorios en Punta Gorda,U$S 497.000,200
3 Dormitorios en Punta Gorda,U$S 498.000,181
3 Dormitorios en Pocitos,U$S 498.000,
3 Dormitorios en Pocitos,U$S 498.000,
Más de 4 dormitorios en Punta Carretas,U$S 498.000,236
Más de 4 dormitorios en Punta Gorda,U$S 498.000,250
3 Dormitorios en Pocitos,U$S 498.000,270
3 Dormitorios en Punta Gorda,U$S 499.000,186
Más de 4 dormitorios en Parque Rodo,U$S 500.000,455
3 Dormitorios en Carrasco,U$S 500.000,153
Más de 4 dormitorios en Centro,U$S 500.000,300
2 Dormitorios en Otro,U$S 500.000,165
4 Dormitorios en Carrasco,U$S 500.000,180
2 Dormitorios en Buceo,U$S 500.000,118
3 Dormitorios en Carrasco,U$S 500.000,200
Más de 4 dormitorios en Prado,U$S 500.000,380
Más de 4 dormitorios en Ciudad Vieja,U$S 500.000,444
4 Dormitorios en Barra Santa Lucia,U$S 500.000,130
Más de 4 dormitorios en Cordon,U$S 500.000,460
Más de 4 dormitorios en Punta Carretas,U$S 500.000,200
Más de 4 dormitorios en Pocitos,U$S 500.000,357
3 Dormitorios en Parque Batlle,U$S 500.000,273
Más de 4 dormitorios en Pocitos,U$S 500.000,360
3 Dormitorios en Punta Gorda,U$S 500.000,160
Más de 4 dormitorios en Pocitos,U$S 500.000,300
3 Dormitorios en Carrasco,U$S 500.000,235
3 Dormitorios en Punta Gorda,U$S 500.000,230
3 Dormitorios en Carrasco,U$S 500.000,213
3 Dormitorios en Carrasco,U$S 500.000,
3 Dormitorios en Punta Gorda,U$S 500.000,250
4 Dormitorios en Carrasco,U$S 500.000,235
Más de 4 dormitorios en Centro,U$S 500.000,550
4 Dormitorios en Malvin,U$S 500.000,150
Más de 4 dormitorios en Ciudad Vieja,U$S 500.000,550
Más de 4 dormitorios en Aguada,U$S 500.000,456
Más de 4 dormitorios en Carrasco,U$S 500.000,185
Más de 4 dormitorios en Parque Rodo,U$S 500.000,460
3 Dormitorios en Punta Gorda,U$S 500.000,186
4 Dormitorios en Carrasco,U$S 510.000,297
Más de 4 dormitorios en Pocitos,U$S 510.000,290
Más de 4 dormitorios en Prado,U$S 510.000,324
3 Dormitorios en Prado,U$S 510.000,312
3 Dormitorios en Carrasco Norte,U$S 510.000,160
3 Dormitorios en La Blanqueada,U$S 515.000,270
3 Dormitorios en Carrasco,U$S 516.000,136
4 Dormitorios en Pocitos,U$S 520.000,
Más de 4 dormitorios en Union,U$S 520.000,415
3 Dormitorios en Prado,U$S 520.000,
4 Dormitorios en Punta Carretas,U$S 520.000,
3 Dormitorios en Pocitos,U$S 520.000,403
Más de 4 dormitorios en Tres Cruces,U$S 520.000,340
3 Dormitorios en Punta Gorda,U$S 520.000,196
4 Dormitorios en Punta Carretas,U$S 520.000,278
3 Dormitorios en Malvin,U$S 520.000,
4 Dormitorios en Punta Gorda,U$S 520.000,207
4 Dormitorios en Carrasco,U$S 520.000,230
4 Dormitorios en Punta Gorda,U$S 520.000,210
3 Dormitorios en Punta Gorda,U$S 520.000,210
4 Dormitorios en Malvin,U$S 520.000,250
3 Dormitorios en Carrasco,U$S 520.000,207
Más de 4 dormitorios en Punta Gorda,U$S 520.000,1
3 Dormitorios en Punta Gorda,U$S 520.000,200
3 Dormitorios en Carrasco,U$S 520.000,185
3 Dormitorios en Carrasco,U$S 520.000,225
3 Dormitorios en Prado,U$S 520.000,
4 Dormitorios en Punta Carretas,U$S 520.000,
3 Dormitorios en Carrasco,U$S 520.000,116
4 Dormitorios en Parque Batlle,U$S 525.000,240
4 Dormitorios en Punta Gorda,U$S 525.000,550
Más de 4 dormitorios en Parque Batlle,U$S 525.000,240
4 Dormitorios en Pocitos,U$S 525.000,240
4 Dormitorios en Pocitos Nuevo,U$S 525.000,240
4 Dormitorios en Pocitos,U$S 525.000,240
4 Dormitorios en Punta Carretas,U$S 525.000,240
3 Dormitorios en Carrasco,U$S 529.000,180
4 Dormitorios en Parque Miramar,U$S 530.000,280
3 Dormitorios en Pocitos,U$S 530.000,158
Más de 4 dormitorios en Lezica,U$S 530.000,532
4 Dormitorios en Carrasco Norte,U$S 530.000,
Más de 4 dormitorios en Lezica,U$S 530.000,532
3 Dormitorios en Carrasco,U$S 530.000,
4 Dormitorios en Malvin,U$S 530.000,250
3 Dormitorios en Carrasco Norte,U$S 530.000,200
3 Dormitorios en Melilla,U$S 530.000,200
Más de 4 dormitorios en Punta Gorda,U$S 530.000,200
4 Dormitorios en Punta Gorda,U$S 530.000,330
Más de 4 dormitorios en Lezica,U$S 530.000,532
Más de 4 dormitorios en Punta Gorda,U$S 530.000,285
Más de 4 dormitorios en Colon,U$S 530.000,532
4 Dormitorios en Punta Gorda,U$S 530.000,240
3 Dormitorios en Carrasco,U$S 530.000,200
Más de 4 dormitorios en La Blanqueada,U$S 530.000,291
Más de 4 dormitorios en Tres Cruces,U$S 530.000,320
Más de 4 dormitorios en La Blanqueada,U$S 530.000,320
Más de 4 dormitorios en Colon,U$S 530.000,500
4 Dormitorios en Parque Miramar,U$S 530.000,265
3 Dormitorios en Carrasco,U$S 530.000,203
Más de 4 dormitorios en Pocitos,U$S 535.000,200
Más de 4 dormitorios en Prado,U$S 539.991,690
Más de 4 dormitorios en Carrasco,U$S 540.000,160
4 Dormitorios en Punta Gorda,U$S 540.000,277
3 Dormitorios en Parque Miramar,U$S 540.000,630
3 Dormitorios en Punta Carretas,U$S 540.000,270
Más de 4 dormitorios en Punta Gorda,U$S 540.000,280
3 Dormitorios en Carrasco,U$S 540.000,
Más de 4 dormitorios en Prado,U$S 540.000,916
4 Dormitorios en Punta Gorda,U$S 540.000,320
3 Dormitorios en Parque Miramar,U$S 540.000,240
3 Dormitorios en Punta Gorda,U$S 540.000,320
Más de 4 dormitorios en Punta Gorda,U$S 540.000,300
3 Dormitorios en Carrasco,U$S 540.000,299
Más de 4 dormitorios en Cordon,U$S 540.000,202
4 Dormitorios en Carrasco,U$S 540.000,213
3 Dormitorios en Carrasco,U$S 540.000,250
Más de 4 dormitorios en Centro,U$S 540.000,202
2 Dormitorios en Punta Carretas,U$S 545.000,170
4 Dormitorios en Punta Gorda,U$S 545.000,350
3 Dormitorios en Punta Gorda,U$S 545.000,172
Más de 4 dormitorios en Pocitos,U$S 549.000,401
4 Dormitorios en Carrasco,U$S 550.000,250
Más de 4 dormitorios en Prado,U$S 550.000,276
Más de 4 dormitorios en Prado,U$S 550.000,380
3 Dormitorios en Carrasco,U$S 550.000,195
Más de 4 dormitorios en Prado,U$S 550.000,275
3 Dormitorios en Malvin,U$S 550.000,290
3 Dormitorios en Punta Gorda,U$S 550.000,203
3 Dormitorios en Parque Batlle,U$S 550.000,250
2 Dormitorios en Ciudad Vieja,U$S 550.000,322
4 Dormitorios en Carrasco,U$S 550.000,205
3 Dormitorios en Punta Gorda,U$S 550.000,280
Más de 4 dormitorios en Cordon,U$S 550.000,538
2 Dormitorios en Punta Gorda,U$S 550.000,141
4 Dormitorios en Carrasco,U$S 550.000,243
4 Dormitorios en Carrasco,U$S 550.000,300
2 Dormitorios en Prado Norte,U$S 550.000,304
3 Dormitorios en Carrasco,U$S 550.000,240
3 Dormitorios en Carrasco,U$S 550.000,300
3 Dormitorios en Parque Batlle,U$S 550.000,250
Más de 4 dormitorios en Ciudad Vieja,U$S 550.000,291
Más de 4 dormitorios en Parque Miramar,U$S 550.000,500
Más de 4 dormitorios en Parque Rodo,U$S 550.000,
3 Dormitorios en Punta Gorda,U$S 550.000,203
Más de 4 dormitorios en Parque Miramar,U$S 550.000,570
4 Dormitorios en Pocitos,U$S 550.000,357
4 Dormitorios en Carrasco,U$S 550.000,280
4 Dormitorios en Buceo,U$S 550.000,330
Más de 4 dormitorios en Atahualpa,U$S 550.000,444
3 Dormitorios en Carrasco,U$S 550.000,290
3 Dormitorios en Carrasco,U$S 550.000,300
Más de 4 dormitorios en Prado,U$S 550.000,280
1 Dormitorio en Ciudad Vieja,U$S 550.000,457
Más de 4 dormitorios en Centro,U$S 550.000,390
Más de 4 dormitorios en Prado,U$S 550.000,806
Más de 4 dormitorios en Centro,U$S 550.000,
4 Dormitorios en Pocitos,U$S 550.000,357
4 Dormitorios en Parque Batlle,U$S 550.000,219
