desc,valor,metraje,dormitorios,barrio
Más de 4 dormitorios en Malvin,380000,280.0,Más de 4 dormitorios,Malvin
3 Dormitorios en Pocitos Nuevo,380000,130.0,3 Dormitorios,Pocitos Nuevo
4 Dormitorios en Cordon,380000,197.0,4 Dormitorios,Cordon
Más de 4 dormitorios en Piedras Blancas,380000,450.0,Más de 4 dormitorios,Piedras Blancas
3 Dormitorios en Atahualpa,380000,292.0,3 Dormitorios,Atahualpa
3 Dormitorios en Carrasco,380000,170.0,3 Dormitorios,Carrasco
4 Dormitorios en Jacinto Vera,380000,227.0,4 Dormitorios,Jacinto Vera
Más de 4 dormitorios en Malvin,380000,234.0,Más de 4 dormitorios,Malvin
1 Ambiente en Carrasco,380000,120.0,1 Ambiente,Carrasco
3 Dormitorios en Pocitos,380000,224.0,3 Dormitorios,Pocitos
3 Dormitorios en Punta Gorda,380000,185.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Piedras Blancas,380000,235.0,3 Dormitorios,Piedras Blancas
3 Dormitorios en Parque Batlle,380000,175.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Brazo Oriental,380000,280.0,Más de 4 dormitorios,Brazo Oriental
3 Dormitorios en Parque Batlle,380000,200.0,3 Dormitorios,Parque Batlle
4 Dormitorios en Pocitos,380000,125.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Jacinto Vera,380000,298.0,Más de 4 dormitorios,Jacinto Vera
Más de 4 dormitorios en Pocitos,380000,235.0,Más de 4 dormitorios,Pocitos
4 Dormitorios en Jacinto Vera,380000,227.0,4 Dormitorios,Jacinto Vera
4 Dormitorios en Malvin,380000,217.0,4 Dormitorios,Malvin
3 Dormitorios en Malvin,380000,160.0,3 Dormitorios,Malvin
4 Dormitorios en Prado,380000,249.0,4 Dormitorios,Prado
Más de 4 dormitorios en Cordon,380000,230.0,Más de 4 dormitorios,Cordon
3 Dormitorios en Carrasco,380000,,3 Dormitorios,Carrasco
3 Dormitorios en La Blanqueada,380000,,3 Dormitorios,La Blanqueada
3 Dormitorios en Buceo,385000,227.0,3 Dormitorios,Buceo
3 Dormitorios en Pocitos,385000,155.0,3 Dormitorios,Pocitos
3 Dormitorios en Buceo,385000,225.0,3 Dormitorios,Buceo
Más de 4 dormitorios en Buceo,385000,460.0,Más de 4 dormitorios,Buceo
4 Dormitorios en Pocitos,385000,157.0,4 Dormitorios,Pocitos
3 Dormitorios en Prado,385000,180.0,3 Dormitorios,Prado
4 Dormitorios en La Blanqueada,385000,250.0,4 Dormitorios,La Blanqueada
Más de 4 dormitorios en La Blanqueada,385000,250.0,Más de 4 dormitorios,La Blanqueada
Más de 4 dormitorios en Ciudad Vieja,385000,,Más de 4 dormitorios,Ciudad Vieja
3 Dormitorios en Carrasco,385000,201.0,3 Dormitorios,Carrasco
4 Dormitorios en Malvin,385000,220.0,4 Dormitorios,Malvin
3 Dormitorios en Punta Carretas,385000,146.0,3 Dormitorios,Punta Carretas
3 Dormitorios en Punta Carretas,385000,160.0,3 Dormitorios,Punta Carretas
4 Dormitorios en Aires Puros,385000,315.0,4 Dormitorios,Aires Puros
3 Dormitorios en Carrasco,385000,155.0,3 Dormitorios,Carrasco
4 Dormitorios en Malvin,385000,640.0,4 Dormitorios,Malvin
4 Dormitorios en Parque Batlle,385000,180.0,4 Dormitorios,Parque Batlle
3 Dormitorios en Carrasco,385000,150.0,3 Dormitorios,Carrasco
3 Dormitorios en Carrasco,389000,120.0,3 Dormitorios,Carrasco
4 Dormitorios en Prado,390000,,4 Dormitorios,Prado
Más de 4 dormitorios en Prado,390000,760.0,Más de 4 dormitorios,Prado
4 Dormitorios en Atahualpa,390000,276.0,4 Dormitorios,Atahualpa
4 Dormitorios en Prado,390000,288.0,4 Dormitorios,Prado
Más de 4 dormitorios en Prado,390000,398.0,Más de 4 dormitorios,Prado
4 Dormitorios en Carrasco,390000,160.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Carrasco Norte,390000,329.0,Más de 4 dormitorios,Carrasco Norte
3 Dormitorios en Malvin Norte,390000,1110.0,3 Dormitorios,Malvin Norte
Más de 4 dormitorios en Malvin,390000,,Más de 4 dormitorios,Malvin
4 Dormitorios en Otro,390000,157.0,4 Dormitorios,Otro
4 Dormitorios en Prado,390000,215.0,4 Dormitorios,Prado
3 Dormitorios en Pocitos,390000,190.0,3 Dormitorios,Pocitos
Más de 4 dormitorios en Centro,390000,449.0,Más de 4 dormitorios,Centro
4 Dormitorios en Malvin,390000,400.0,4 Dormitorios,Malvin
4 Dormitorios en Buceo,390000,146.0,4 Dormitorios,Buceo
Más de 4 dormitorios en Malvin,390000,140.0,Más de 4 dormitorios,Malvin
3 Dormitorios en Punta Gorda,390000,180.0,3 Dormitorios,Punta Gorda
4 Dormitorios en Buceo,390000,330.0,4 Dormitorios,Buceo
4 Dormitorios en Punta Carretas,390000,240.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Tres Cruces,390000,405.0,3 Dormitorios,Tres Cruces
Más de 4 dormitorios en Ciudad Vieja,390000,453.0,Más de 4 dormitorios,Ciudad Vieja
3 Dormitorios en Carrasco Norte,390000,100.0,3 Dormitorios,Carrasco Norte
Más de 4 dormitorios en Parque Batlle,390000,210.0,Más de 4 dormitorios,Parque Batlle
3 Dormitorios en Pocitos,390000,141.0,3 Dormitorios,Pocitos
3 Dormitorios en Carrasco Norte,390000,246.0,3 Dormitorios,Carrasco Norte
4 Dormitorios en Carrasco,390000,142.0,4 Dormitorios,Carrasco
3 Dormitorios en Prado,390000,214.0,3 Dormitorios,Prado
3 Dormitorios en Jacinto Vera,390000,167.0,3 Dormitorios,Jacinto Vera
4 Dormitorios en Pocitos,390000,195.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Pocitos,390000,243.0,Más de 4 dormitorios,Pocitos
1 Ambiente en Pocitos,390000,196.0,1 Ambiente,Pocitos
4 Dormitorios en Pocitos,390000,,4 Dormitorios,Pocitos
4 Dormitorios en Carrasco,390000,240.0,4 Dormitorios,Carrasco
4 Dormitorios en Atahualpa,390000,280.0,4 Dormitorios,Atahualpa
3 Dormitorios en Pocitos,390000,200.0,3 Dormitorios,Pocitos
Más de 4 dormitorios en Sayago,390000,304.0,Más de 4 dormitorios,Sayago
Más de 4 dormitorios en Prado,390000,300.0,Más de 4 dormitorios,Prado
4 Dormitorios en Prado,390000,276.0,4 Dormitorios,Prado
4 Dormitorios en Carrasco,390000,142.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Tres Cruces,390000,177.0,Más de 4 dormitorios,Tres Cruces
4 Dormitorios en Prado,390000,160.0,4 Dormitorios,Prado
Más de 4 dormitorios en Pocitos,390000,243.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en Malvin,390000,975.0,3 Dormitorios,Malvin
Más de 4 dormitorios en Prado,390000,342.0,Más de 4 dormitorios,Prado
4 Dormitorios en Prado,390000,180.0,4 Dormitorios,Prado
4 Dormitorios en Prado,390000,300.0,4 Dormitorios,Prado
4 Dormitorios en Carrasco Norte,390000,240.0,4 Dormitorios,Carrasco Norte
3 Dormitorios en Pocitos,390000,120.0,3 Dormitorios,Pocitos
3 Dormitorios en Otro,390000,331.0,3 Dormitorios,Otro
3 Dormitorios en Punta Gorda,390000,230.0,3 Dormitorios,Punta Gorda
3 Dormitorios en La Blanqueada,390000,,3 Dormitorios,La Blanqueada
3 Dormitorios en Prado,394000,321.0,3 Dormitorios,Prado
3 Dormitorios en Buceo,395000,315.0,3 Dormitorios,Buceo
Más de 4 dormitorios en Buceo,395000,210.0,Más de 4 dormitorios,Buceo
3 Dormitorios en Carrasco,395000,412.0,3 Dormitorios,Carrasco
4 Dormitorios en Prado,395000,238.0,4 Dormitorios,Prado
4 Dormitorios en Carrasco,395000,210.0,4 Dormitorios,Carrasco
3 Dormitorios en B. De Carrasco,395000,200.0,3 Dormitorios,B. De Carrasco
4 Dormitorios en Carrasco,395000,240.0,4 Dormitorios,Carrasco
Más de 4 dormitorios en Carrasco,395000,180.0,Más de 4 dormitorios,Carrasco
3 Dormitorios en Parque Batlle,395000,168.0,3 Dormitorios,Parque Batlle
Más de 4 dormitorios en Malvin,395000,210.0,Más de 4 dormitorios,Malvin
Más de 4 dormitorios en Prado,395000,454.0,Más de 4 dormitorios,Prado
3 Dormitorios en Carrasco,395000,,3 Dormitorios,Carrasco
3 Dormitorios en Punta Gorda,395000,185.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,395000,148.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Malvin,395000,250.0,3 Dormitorios,Malvin
4 Dormitorios en Carrasco,395000,230.0,4 Dormitorios,Carrasco
3 Dormitorios en Parque Batlle,395000,,3 Dormitorios,Parque Batlle
3 Dormitorios en Prado,395000,180.0,3 Dormitorios,Prado
3 Dormitorios en Parque Batlle,395000,,3 Dormitorios,Parque Batlle
3 Dormitorios en Carrasco,395000,185.0,3 Dormitorios,Carrasco
3 Dormitorios en Carrasco,395000,230.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en Prado,395000,280.0,Más de 4 dormitorios,Prado
2 Dormitorios en Carrasco,395000,100.0,2 Dormitorios,Carrasco
3 Dormitorios en Prado,395000,180.0,3 Dormitorios,Prado
3 Dormitorios en Pocitos,395000,170.0,3 Dormitorios,Pocitos
4 Dormitorios en Punta Carretas,395000,165.0,4 Dormitorios,Punta Carretas
Más de 4 dormitorios en Punta Gorda,397000,173.0,Más de 4 dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,397000,183.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Prado,398000,360.0,Más de 4 dormitorios,Prado
3 Dormitorios en Punta Gorda,398000,210.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Centro,398000,611.0,Más de 4 dormitorios,Centro
3 Dormitorios en Sayago,398000,294.0,3 Dormitorios,Sayago
3 Dormitorios en Parque Batlle,398000,180.0,3 Dormitorios,Parque Batlle
4 Dormitorios en La Blanqueada,398000,236.0,4 Dormitorios,La Blanqueada
3 Dormitorios en Punta Gorda,398000,148.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Malvin,398000,,3 Dormitorios,Malvin
3 Dormitorios en Parque Miramar,399000,150.0,3 Dormitorios,Parque Miramar
2 Dormitorios en Carrasco,399000,220.0,2 Dormitorios,Carrasco
3 Dormitorios en Parque Miramar,399000,150.0,3 Dormitorios,Parque Miramar
4 Dormitorios en Malvin,400000,152.0,4 Dormitorios,Malvin
4 Dormitorios en Pocitos,400000,230.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Parque Batlle,400000,230.0,Más de 4 dormitorios,Parque Batlle
3 Dormitorios en Carrasco,400000,280.0,3 Dormitorios,Carrasco
4 Dormitorios en Malvin,400000,286.0,4 Dormitorios,Malvin
Más de 4 dormitorios en Prado,400000,554.0,Más de 4 dormitorios,Prado
Más de 4 dormitorios en Malvin,400000,270.0,Más de 4 dormitorios,Malvin
3 Dormitorios en Parque Miramar,400000,175.0,3 Dormitorios,Parque Miramar
Más de 4 dormitorios en Malvin,400000,270.0,Más de 4 dormitorios,Malvin
3 Dormitorios en Punta Gorda,400000,99.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Parque Miramar,400000,210.0,3 Dormitorios,Parque Miramar
1 Ambiente en Cordon,400000,298.0,1 Ambiente,Cordon
3 Dormitorios en Punta Gorda,400000,150.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,400000,140.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Prado Norte,400000,145.0,3 Dormitorios,Prado Norte
Más de 4 dormitorios en Prado,400000,260.0,Más de 4 dormitorios,Prado
Más de 4 dormitorios en Palermo,400000,292.0,Más de 4 dormitorios,Palermo
1 Ambiente en Cordon,400000,243.0,1 Ambiente,Cordon
3 Dormitorios en Parque Miramar,400000,135.0,3 Dormitorios,Parque Miramar
3 Dormitorios en Malvin,400000,200.0,3 Dormitorios,Malvin
Más de 4 dormitorios en Prado,400000,1225.0,Más de 4 dormitorios,Prado
3 Dormitorios en Punta Gorda,400000,175.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,400000,200.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Sayago,400000,281.0,3 Dormitorios,Sayago
3 Dormitorios en Punta Gorda,400000,550.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Punta Gorda,400000,140.0,3 Dormitorios,Punta Gorda
Más de 4 dormitorios en Prado,400000,317.0,Más de 4 dormitorios,Prado
4 Dormitorios en Pocitos,400000,147.0,4 Dormitorios,Pocitos
3 Dormitorios en Carrasco,400000,144.0,3 Dormitorios,Carrasco
Más de 4 dormitorios en La Blanqueada,400000,177.0,Más de 4 dormitorios,La Blanqueada
4 Dormitorios en Malvin,405000,276.0,4 Dormitorios,Malvin
Más de 4 dormitorios en Malvin,405000,276.0,Más de 4 dormitorios,Malvin
Más de 4 dormitorios en Malvin,405000,276.0,Más de 4 dormitorios,Malvin
Más de 4 dormitorios en Malvin,405000,260.0,Más de 4 dormitorios,Malvin
4 Dormitorios en Malvin,405000,260.0,4 Dormitorios,Malvin
3 Dormitorios en Villa Dolores,410000,262.0,3 Dormitorios,Villa Dolores
4 Dormitorios en Punta Carretas,410000,150.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Carrasco Norte,410000,180.0,3 Dormitorios,Carrasco Norte
4 Dormitorios en Punta Carretas,410000,158.0,4 Dormitorios,Punta Carretas
4 Dormitorios en La Blanqueada,410000,200.0,4 Dormitorios,La Blanqueada
1 Ambiente en Malvin,410000,120.0,1 Ambiente,Malvin
3 Dormitorios en Sayago,410000,294.0,3 Dormitorios,Sayago
3 Dormitorios en Pocitos,410000,287.0,3 Dormitorios,Pocitos
4 Dormitorios en Prado,410000,288.0,4 Dormitorios,Prado
4 Dormitorios en La Blanqueada,410000,270.0,4 Dormitorios,La Blanqueada
3 Dormitorios en Parque Batlle,410000,287.0,3 Dormitorios,Parque Batlle
3 Dormitorios en La Blanqueada,410000,311.0,3 Dormitorios,La Blanqueada
Más de 4 dormitorios en Pocitos,410000,180.0,Más de 4 dormitorios,Pocitos
4 Dormitorios en Punta Carretas,410000,150.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Pocitos Nuevo,410000,559.0,3 Dormitorios,Pocitos Nuevo
3 Dormitorios en Malvin,410000,,3 Dormitorios,Malvin
3 Dormitorios en Malvin,410000,150.0,3 Dormitorios,Malvin
Más de 4 dormitorios en Arroyo Seco,410000,478.0,Más de 4 dormitorios,Arroyo Seco
Más de 4 dormitorios en Malvin,410000,201.0,Más de 4 dormitorios,Malvin
4 Dormitorios en Punta Carretas,410000,150.0,4 Dormitorios,Punta Carretas
3 Dormitorios en Villa Dolores,410000,287.0,3 Dormitorios,Villa Dolores
3 Dormitorios en Punta Gorda,410000,180.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco Norte,410000,180.0,3 Dormitorios,Carrasco Norte
3 Dormitorios en Malvin,410000,118.0,3 Dormitorios,Malvin
4 Dormitorios en Otro,410000,428.0,4 Dormitorios,Otro
4 Dormitorios en La Blanqueada,410000,,4 Dormitorios,La Blanqueada
4 Dormitorios en Parque Batlle,410000,311.0,4 Dormitorios,Parque Batlle
Más de 4 dormitorios en Pocitos,410000,278.0,Más de 4 dormitorios,Pocitos
Más de 4 dormitorios en Carrasco,410000,224.0,Más de 4 dormitorios,Carrasco
Más de 4 dormitorios en Parque Batlle,410000,314.0,Más de 4 dormitorios,Parque Batlle
Más de 4 dormitorios en Pocitos,415000,200.0,Más de 4 dormitorios,Pocitos
3 Dormitorios en Punta Gorda,415000,280.0,3 Dormitorios,Punta Gorda
3 Dormitorios en Carrasco,415000,200.0,3 Dormitorios,Carrasco
4 Dormitorios en Pocitos,415000,400.0,4 Dormitorios,Pocitos
Más de 4 dormitorios en Punta Carretas,415000,308.0,Más de 4 dormitorios,Punta Carretas
