desc,valor,metraje,url,lat,lng,dormitorios,barrio,barrio_ine,cod_barrio_ine
4 Dormitorios en Jacinto Vera,249000,136.0,https://www.gallito.com.uy/casa-venta-la-jacinto-vera-montevideo-imasuy-r-inmuebles-22016288,-34.87733,-56.16321,4 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
2 Dormitorios en La Blanqueada,249000,80.0,https://www.gallito.com.uy/casa-la-blanqueada-inmuebles-20139897,-34.87463,-56.16244,2 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Pocitos,290000,107.0,https://www.gallito.com.uy/casa-venta-pocitos-montevideo-imasuy-l-inmuebles-19487965,-34.90963,-56.15934,3 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Malvin,290000,197.0,https://www.gallito.com.uy/casa-en-venta-malvin-inmuebles-21765508,-34.88895,-56.11265,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Prado,290000,815.0,https://www.gallito.com.uy/venta-o-alquiler-gran-casona-salones-ideal-institucion-inmuebles-14382215,-34.88097,-56.19414,Más de 4 dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en La Blanqueada,290000,250.0,https://www.gallito.com.uy/891-venta-casa-2-aptos-4-dorm-2-coch-la-blanqueada-inmo-inmuebles-21944611,-34.87312,-56.16114,3 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Parque Batlle,290000,394.0,https://www.gallito.com.uy/3-dormitorios-3-baños-barbacoa-garaje-en-parque-batlle-inmuebles-19332457,,,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en Malvin,290000,200.0,https://www.gallito.com.uy/casa-6-dormitorios-malvin-inmuebles-22053622,-34.88793,-56.09711,Más de 4 dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Carrasco Norte,291000,95.0,https://www.gallito.com.uy/casa-a-estrenar-en-garden-town-ref-8404-inmuebles-22089207,-34.87387,-56.06681,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Carrasco,293480,136.0,https://www.gallito.com.uy/3-dormitorios-con-patio-en-osaka-carrasco-inmuebles-21999203,-34.87447,-56.0744,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Carrasco,293500,,https://www.gallito.com.uy/casa-de-3-dormitorios-en-excelente-zona-de-carrasco-con-bar-inmuebles-21708163,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Buceo,295000,157.0,https://www.gallito.com.uy/casa-en-venta-buceo-3-dormitorios-inmuebles-21552239,-34.89265,-56.12242,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Malvin,295000,170.0,https://www.gallito.com.uy/hirigoyen-y-verdi-punico-frente-a-2-calles-inmuebles-22217494,,,3 Dormitorios,Malvin,Malvín,11.0
2 Dormitorios en Buceo,295000,121.0,https://www.gallito.com.uy/casa-de-2-dormitorios-y-servicio-en-buceo-inmuebles-21542396,-34.89283,-56.131,2 Dormitorios,Buceo,Buceo,9.0
4 Dormitorios en La Blanqueada,295000,216.0,https://www.gallito.com.uy/muy-buena-casa-en-dos-plantas-con-fondo-a-pasos-de-casmu-inmuebles-20773622,-34.8809,-56.15072,4 Dormitorios,La Blanqueada,La Blanqueada,47.0
3 Dormitorios en Carrasco Norte,295000,195.0,https://www.gallito.com.uy/casa-venta-carrasco-norte-padron-unico-1-planta-fondo-inmuebles-14345563,-34.87303,-56.05577,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Malvin,295000,151.0,https://www.gallito.com.uy/venta-de-casa-en-malvin-3-dormitorios-inmuebles-19174971,-34.89308,-56.09982,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Tres Cruces,295000,180.0,https://www.gallito.com.uy/divina-toda-reciclada-inmuebles-15837121,,,3 Dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en Buceo,295000,112.0,https://www.gallito.com.uy/excelente-ubicacion-buceo-inmuebles-21231922,-34.89862,-56.12941,3 Dormitorios,Buceo,Buceo,9.0
4 Dormitorios en Cordon,295000,200.0,https://www.gallito.com.uy/casa-reciclada-ideal-empresa-ambientes-amplios-gge-inmuebles-12932136,,,4 Dormitorios,Cordon,Cordón,4.0
2 Dormitorios en Brazo Oriental,295000,300.0,https://www.gallito.com.uy/venta-casa-en-pta-alta-con-amplio-garage-abajo-apto-taller-inmuebles-14099511,-34.86616,-56.17314,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
4 Dormitorios en Cordon,295000,230.0,https://www.gallito.com.uy/venta-casa-en-cordon-sur-dos-viviendas-en-el-mismo-padro-inmuebles-20205411,-34.90671,-56.18207,4 Dormitorios,Cordon,Cordón,4.0
Más de 4 dormitorios en La Blanqueada,295000,375.0,https://www.gallito.com.uy/casa-2-aptos-en-venta-padron-unico-con-cochera-y-fondo-inmuebles-21056523,-34.87412,-56.15777,Más de 4 dormitorios,La Blanqueada,La Blanqueada,47.0
Más de 4 dormitorios en Cordon,295000,350.0,https://www.gallito.com.uy/importante-casa-y-local-comercial-todo-al-frente-inmuebles-20197866,-34.90479,-56.1778,Más de 4 dormitorios,Cordon,Cordón,4.0
4 Dormitorios en Cno. Carrasco,295000,560.0,https://www.gallito.com.uy/baldovino-cnocarrasco-y-juan-de-la-sagra-inmuebles-18791476,,,4 Dormitorios,Cno. Carrasco,,
3 Dormitorios en Nuevo Paris,295000,240.0,https://www.gallito.com.uy/venta-importante-casa-en-nuevo-paris-inmuebles-19295455,-34.85345,-56.227,3 Dormitorios,Nuevo Paris,"Mercado Modelo, Bolívar",25.0
4 Dormitorios en Tres Cruces,295000,1.0,https://www.gallito.com.uy/casa-tres-cruces-venta-4-dormitorios-nicaragua-impecable-c-inmuebles-15835504,,,4 Dormitorios,Tres Cruces,Tres Cruces,50.0
4 Dormitorios en Prado,295000,250.0,https://www.gallito.com.uy/venta-2-casas-prado-4-dormitorios-garaje-jardin-inmuebles-22095260,-34.84695,-56.2101,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Buceo,295000,86.0,https://www.gallito.com.uy/casa-buceo-inmuebles-20078530,-34.88963,-56.12637,3 Dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Buceo,295000,280.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-buceo-inmuebles-22012281,,,3 Dormitorios,Buceo,Buceo,9.0
2 Dormitorios en Brazo Oriental,295000,300.0,https://www.gallito.com.uy/alsir-a-mts-luis-a-de-herrera-hermosa-casa-local-permuto-inmuebles-21284385,-34.86587,-56.1735,2 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
3 Dormitorios en Buceo,295000,279.0,https://www.gallito.com.uy/vendo-casa-de-3-dormitorios-en-buceo-inmuebles-22018484,-34.8898,-56.1261,3 Dormitorios,Buceo,Buceo,9.0
4 Dormitorios en Brazo Oriental,295000,,https://www.gallito.com.uy/vende-casa-4-dormitorios-3-baã±os-garaje-x-2-barbacoa-y-inmuebles-22298459,-34.85979,-56.17817,4 Dormitorios,Brazo Oriental,Brazo Oriental,51.0
2 Dormitorios en Pocitos Nuevo,295000,100.0,https://www.gallito.com.uy/proximo-wtc-inmuebles-21971246,-34.89913,-56.13579,2 Dormitorios,Pocitos Nuevo,Pocitos,8.0
3 Dormitorios en Malvin,295000,110.0,https://www.gallito.com.uy/casa-venta-malvin-inmuebles-22224550,-34.88855,-56.10354,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Malvin,295000,300.0,https://www.gallito.com.uy/malvin-amplia-casa-de-3-dorm-y-gran-subsuelo-gje-para-2-inmuebles-20593550,,,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en La Blanqueada,295000,,https://www.gallito.com.uy/gran-casa-en-la-blanqueada-inmuebles-15587650,,,Más de 4 dormitorios,La Blanqueada,La Blanqueada,47.0
4 Dormitorios en Prado,295000,,https://www.gallito.com.uy/2-casas-independientes-marã­a-orticohea-prado-norte-inmuebles-21785404,-34.955,-54.971,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Parque Batlle,295000,297.0,https://www.gallito.com.uy/casa-de-297m2-en-terreno-de-333m2-inmuebles-20964622,-34.90181,-56.16198,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Parque Batlle,295000,128.0,https://www.gallito.com.uy/ideal-clinicas-centro-medico-empresa-etc-inmuebles-22298593,-34.89617,-56.15002,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en Cordon,295000,195.0,https://www.gallito.com.uy/casa-cordon-inmuebles-19862964,-34.9033,-56.18407,Más de 4 dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Malvin,295000,110.0,https://www.gallito.com.uy/venta-de-casa-de-3-dormitorios-en-malvin-inmuebles-20923710,-34.88817,-56.10364,3 Dormitorios,Malvin,Malvín,11.0
4 Dormitorios en Pocitos,358000,,https://www.gallito.com.uy/casa-en-venta-con-renta-4-dormitorios-3-baã±os-garaje-y-t-inmuebles-21381230,-34.91069,-56.16203,4 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Pocitos,358000,158.0,https://www.gallito.com.uy/parodi-venta-casa-pocitos-con-renta-inmuebles-21196569,,,3 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Prado,358000,200.0,https://www.gallito.com.uy/venta-casas-prado-4-dormitorios-ref-rgo-81-inmuebles-22095234,-34.86992,-56.19672,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
4 Dormitorios en Prado,358000,,https://www.gallito.com.uy/suarez-y-bulevar-artigas-inmuebles-16304614,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Pocitos,358000,109.0,https://www.gallito.com.uy/espectacular-casa-con-renta-hasta-2023-en-pocitos-4-dormi-inmuebles-21827182,-34.91069,-56.16203,Más de 4 dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Prado,358000,166.0,https://www.gallito.com.uy/casablanca-excelente-punto-a-pasos-de-bvar-artigas-inmuebles-15247933,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Carrasco,360000,,https://www.gallito.com.uy/venta-casa-carrasco-huertas-de-los-horneros-inmuebles-21747191,,,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en La Blanqueada,360000,238.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-estar-escritorio-y-servicio-fond-inmuebles-21590998,,,4 Dormitorios,La Blanqueada,La Blanqueada,47.0
2 Dormitorios en Pocitos,360000,200.0,https://www.gallito.com.uy/para-inversor-con-renta-inmuebles-22082596,-34.90744,-56.14618,2 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Pocitos Nuevo,360000,200.0,https://www.gallito.com.uy/casa-pocitos-nuevo-inmuebles-22109359,-34.90118,-56.14693,3 Dormitorios,Pocitos Nuevo,Pocitos,8.0
3 Dormitorios en Centro,360000,1.0,https://www.gallito.com.uy/amplia-casa-en-carlos-quijano-esq-soriano-inmuebles-18713516,,,3 Dormitorios,Centro,Centro,2.0
Más de 4 dormitorios en Pocitos,360000,,https://www.gallito.com.uy/casa-en-pocitos-planta-alta-ph-145-m2-a-3-de-rambla-inmuebles-20538338,,,Más de 4 dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Malvin,360000,160.0,https://www.gallito.com.uy/espectacularmente-comoda-construccion-y-distribucion-unica-inmuebles-19881791,,,4 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Carrasco Norte,360000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-3-baã±os-cochera-patio-av-inmuebles-21170106,-34.87802,-56.0872,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
2 Dormitorios en Pocitos,360000,200.0,https://www.gallito.com.uy/para-inversor-con-renta-inmuebles-22082670,-34.90744,-56.14618,2 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Prado,360000,160.0,https://www.gallito.com.uy/del-prado-chalet-tejas-inmuebles-21416078,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Malvin,360000,201.0,https://www.gallito.com.uy/casa-de-4-dormitorios-en-venta-con-frente-fondo-garage-y-inmuebles-22277037,-34.89108,-56.10282,Más de 4 dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Gorda,360000,110.0,https://www.gallito.com.uy/casa-en-portones-shopping-inmuebles-21914806,-34.8738,-56.09417,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Parque Batlle,360000,,https://www.gallito.com.uy/inmejorable-ubicaciã³n-excepcional-construcciã³n-empresa-inmuebles-21862503,,,3 Dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
3 Dormitorios en Buceo,360000,86.0,https://www.gallito.com.uy/excelente-oportunidad-de-inversion-inmuebles-17916768,-34.89928,-56.13009,3 Dormitorios,Buceo,Buceo,9.0
Más de 4 dormitorios en Goes,360000,220.0,https://www.gallito.com.uy/garibaldi-clinica-10dorm-8-baños-220mts-uss-360000-inmuebles-18311460,,,Más de 4 dormitorios,Goes,,
4 Dormitorios en Prado,360000,275.0,https://www.gallito.com.uy/casa-en-venta-sobre-avenida-con-amplio-garaje-inmuebles-18437194,,,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Buceo,360000,,https://www.gallito.com.uy/2-casas-en-venta-5-dormitorios-2-baã±os-garaje-yacabã-inmuebles-17873592,-34.88975,-56.11993,Más de 4 dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Carrasco,360000,,https://www.gallito.com.uy/hermosa-casa-carrasco-3-dorm-3-baños-patio-y-parrille-inmuebles-21448311,-34.87802,-56.0872,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Malvin,360000,100.0,https://www.gallito.com.uy/venta-casa-malvin-padron-unico-1-planta-patio-cochera-inmuebles-21669983,-34.89102,-56.12375,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Ciudad Vieja,360000,250.0,https://www.gallito.com.uy/diri-treinta-y-tres-prox-rambla-portuaria-gge-5-autos-inmuebles-22018660,-34.90388,-56.2066,Más de 4 dormitorios,Ciudad Vieja,Ciudad Vieja,1.0
3 Dormitorios en Carrasco Norte,360000,102.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-con-jardin-carrasco-montevideo-inmuebles-21791295,-34.87802,-56.0872,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Carrasco Norte,360000,163.0,https://www.gallito.com.uy/casa-en-venta-y-alquiler-en-carrasco-norte-3-dormitorios-inmuebles-20627425,-34.87204,-56.05499,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Carrasco,360000,150.0,https://www.gallito.com.uy/altos-de-la-tahona-una-planta-1000-mts-inmuebles-15510397,,,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Carrasco,360000,110.0,https://www.gallito.com.uy/venta-casa-3-dormitorios-carrasco-inmuebles-21586302,-34.88554,-56.05598,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Malvin,360000,180.0,https://www.gallito.com.uy/vendo-casa-de-3-dormitorios-en-malvin-inmuebles-19197346,-34.89218,-56.12293,3 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Gorda,360000,116.0,https://www.gallito.com.uy/propiedad-para-reformar-o-reciclar-inmuebles-20947141,-34.89815,-56.06788,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Carrasco,360000,,https://www.gallito.com.uy/casa-en-venta-carrasco-sur-3-dormitorio-inmuebles-22101286,-34.87802,-56.0872,3 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Cordon,360000,1.0,https://www.gallito.com.uy/casa-cordon-venta-9-dormitorios-minas-prox-facultad-humani-inmuebles-15997999,,,Más de 4 dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Carrasco,360000,110.0,https://www.gallito.com.uy/casa-carrasco-inmuebles-21284659,-34.88084,-56.08395,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Pocitos,360000,128.0,https://www.gallito.com.uy/venta-casa-pocitos-3-dormitorios-y-garage-inmuebles-21448074,,,3 Dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Parque Rodo,365000,260.0,https://www.gallito.com.uy/casa-de-estilo-excelente-construccion-inmuebles-20192337,-34.91072,-56.16924,Más de 4 dormitorios,Parque Rodo,Parque Rodó,6.0
4 Dormitorios en Prado,365000,250.0,https://www.gallito.com.uy/asamblea-propiedades-venta-de-casa-en-prado-inmuebles-22055610,-34.86632,-56.20767,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Punta Gorda,365000,200.0,https://www.gallito.com.uy/padron-unico-inmuebles-17875184,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Malvin,365000,200.0,https://www.gallito.com.uy/hermosa-oportunidad-gran-fondo-barbacoa-y-piscina-inmuebles-19973122,,,4 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Gorda,470000,180.0,https://www.gallito.com.uy/excelente-ubicacion-amplio-fondo-con-piscina-inmuebles-20930014,-34.89587,-56.08152,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Malvin Norte,470000,460.0,https://www.gallito.com.uy/excelente-inversion-inmuebles-21629434,,,Más de 4 dormitorios,Malvin Norte,Malvín Norte,12.0
3 Dormitorios en Pocitos,470000,285.0,https://www.gallito.com.uy/venta-casa-pocitos-3-dorm-con-gge-y-azotea-inmuebles-20610671,,,3 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Prado,470000,500.0,https://www.gallito.com.uy/casa-en-venta-de-4-dormitorio-en-prado-ref-rgo-571-inmuebles-22096117,-34.8675,-56.19608,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Punta Gorda,470000,1.0,https://www.gallito.com.uy/casa-punta-gorda-venta-3-dormitorios-coimbra-y-limburgo-1-p-inmuebles-16401861,,,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Carrasco,470000,390.0,https://www.gallito.com.uy/casa-en-carrasco-ref-8287-inmuebles-21708003,-34.89011,-56.05672,4 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Prado,470000,272.0,https://www.gallito.com.uy/venta-casa-prado-ideal-empresa-inmuebles-15538672,-34.86535,-56.20333,Más de 4 dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Punta Gorda,470000,150.0,https://www.gallito.com.uy/venta-casa-punta-gorda-2-dormitorios-fondo-piscina-inmuebles-18980477,-34.89559,-56.08256,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
4 Dormitorios en Pocitos,470000,185.0,https://www.gallito.com.uy/espectacular-casa-en-venta-4-dorm-en-pocitos-inmuebles-21486756,-34.904,-56.13909,4 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Pocitos,470000,170.0,https://www.gallito.com.uy/venta-casa-tres-dormitorios-pocitos-inmuebles-20572850,-34.91318,-56.15188,3 Dormitorios,Pocitos,Pocitos,8.0
3 Dormitorios en Punta Gorda,470000,180.0,https://www.gallito.com.uy/venta-casa-de-3-dormitorios-en-punta-gorda-inmuebles-16660846,-34.89616,-56.07984,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
3 Dormitorios en Punta Gorda,470000,180.0,https://www.gallito.com.uy/casa-venta-punta-gorda-inmuebles-21826863,-34.89609,-56.07973,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Buceo,470000,360.0,https://www.gallito.com.uy/iza-venta-casa-buceo-de-4-dormitorios-inmuebles-13057907,-34.88656,-56.12963,Más de 4 dormitorios,Buceo,Buceo,9.0
3 Dormitorios en Pocitos,470000,,https://www.gallito.com.uy/casa-mb-construccion-y-mantenimiento-inmuebles-18759471,,,3 Dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Prado,470000,392.0,https://www.gallito.com.uy/importante-casa-en-el-prado-mas-apartamento-inmuebles-12706058,-34.85877,-56.19022,Más de 4 dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Jacinto Vera,474000,,https://www.gallito.com.uy/gran-casa-en-venta-3-dormitorios-2-baã±os-mãs-amplio-galpã-inmuebles-20858686,-34.8767,-56.16701,3 Dormitorios,Jacinto Vera,Jacinto Vera,44.0
Más de 4 dormitorios en Cordon,475000,360.0,https://www.gallito.com.uy/en-venta-casa-reciclada-cordon-4-dormitorios-2-baños-inmuebles-21714471,,,Más de 4 dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Carrasco,475000,,https://www.gallito.com.uy/nuevo-precio-casa-en-carrasco-con-excelente-jardã­n-inmuebles-19964421,-34.88378,-56.07692,3 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Prado,475000,276.0,https://www.gallito.com.uy/ifer&olivera-reyes-y-escardo-inmuebles-20599306,-34.85927,-56.19335,3 Dormitorios,Prado,"Prado, Nueva Savona",39.0
4 Dormitorios en Carrasco,475000,300.0,https://www.gallito.com.uy/venta-de-casa-en-carrasco-4-dormitorios-una-planta-prox-rbl-inmuebles-21503498,-34.89695,-56.0679,4 Dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Malvin,475000,280.0,https://www.gallito.com.uy/divina-casa-con-3-dorm-y-escritorio-fdo-bcoa-y-garage-inmuebles-20067605,-34.89331,-56.11375,3 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Punta Carretas,475000,185.0,https://www.gallito.com.uy/venta-casa-5-dormitorios-punta-carretas-montevideo-inmuebles-21114754,,,Más de 4 dormitorios,Punta Carretas,Punta Carretas,7.0
4 Dormitorios en Cordon,475000,180.0,https://www.gallito.com.uy/en-venta-casa-reciclada-cordon-4-dorm-2-baños-sin-gc-inmuebles-21684318,,,4 Dormitorios,Cordon,Cordón,4.0
4 Dormitorios en Cordon,475000,,https://www.gallito.com.uy/casa-mas-apto-al-frente-en-venta-con-renta-4-dormitorios-2-inmuebles-21570615,-34.90752,-56.17563,4 Dormitorios,Cordon,Cordón,4.0
3 Dormitorios en Punta Gorda,479000,149.0,https://www.gallito.com.uy/casa-3-dormitorios-inmuebles-22006953,-34.89596,-56.07976,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
1 Ambiente en Prado,480000,300.0,https://www.gallito.com.uy/casa-4-dormitorios-300-mts2-edificados-en-1000-mts2-de-terr-inmuebles-22305345,-34.8647,-56.19518,1 Ambiente,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Carrasco,480000,210.0,https://www.gallito.com.uy/gran-casa-en-una-sola-planta-en-carrasco-inmuebles-21665128,,,3 Dormitorios,Carrasco,Carrasco,14.0
2 Dormitorios en Malvin,480000,416.0,https://www.gallito.com.uy/casa-con-4-amientes-2-dormitorios-y-taller-cod206-inmuebles-21993136,-34.89107,-56.10586,2 Dormitorios,Malvin,Malvín,11.0
3 Dormitorios en Punta Carretas,480000,185.0,https://www.gallito.com.uy/casa-punta-carretas-inmuebles-21218095,-34.92305,-56.15955,3 Dormitorios,Punta Carretas,Punta Carretas,7.0
3 Dormitorios en Carrasco Norte,480000,1.0,https://www.gallito.com.uy/en-venta-casa-en-zen-pueblo-jardin-inmuebles-22192006,,,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
4 Dormitorios en Prado,480000,282.0,https://www.gallito.com.uy/venta-casa-en-prado-con-piscina-inmuebles-22108824,-34.86978,-56.20267,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
2 Dormitorios en Malvin,480000,416.0,https://www.gallito.com.uy/galpon-con-amplio-terreno-en-pleno-malvin-surcod205-inmuebles-21993393,-34.89107,-56.10586,2 Dormitorios,Malvin,Malvín,11.0
Más de 4 dormitorios en Tres Cruces,480000,1.0,https://www.gallito.com.uy/casa-tres-cruces-venta-6-dormitorios-presidente-berro-y-jua-inmuebles-19698379,,,Más de 4 dormitorios,Tres Cruces,Tres Cruces,50.0
3 Dormitorios en Malvin Norte,480000,400.0,https://www.gallito.com.uy/casa-de-2-plantas-3-dormitorios-ubicado-sobre-cno-carrasco-inmuebles-13628135,,,3 Dormitorios,Malvin Norte,Malvín Norte,12.0
Más de 4 dormitorios en Capurro,480000,475.0,https://www.gallito.com.uy/venta-propiedad-en-capurro-inmuebles-20766148,,,Más de 4 dormitorios,Capurro,"Capurro, Bella Vista",40.0
3 Dormitorios en Carrasco,480000,,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-5-baã±os-garaje-galpones-par-inmuebles-20320232,-34.87671,-56.06868,3 Dormitorios,Carrasco,Carrasco,14.0
Más de 4 dormitorios en Aguada,480000,400.0,https://www.gallito.com.uy/casa-de-3-plantas-y-3-dormitorios-ubicado-sobre-con-carrasc-inmuebles-13583337,,,Más de 4 dormitorios,Aguada,Aguada,41.0
3 Dormitorios en Carrasco Norte,480000,500.0,https://www.gallito.com.uy/casa-carrasco-norte-inmuebles-21217852,-34.87387,-56.06681,3 Dormitorios,Carrasco Norte,Carrasco Norte,15.0
3 Dormitorios en Carrasco,480000,212.0,https://www.gallito.com.uy/excelente-padron-en-carrasco-inmuebles-21324237,,,3 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Prado,480000,288.0,https://www.gallito.com.uy/hermosa-y-comoda-casa-en-prado-inmuebles-16980260,-34.8671,-56.2046,4 Dormitorios,Prado,"Prado, Nueva Savona",39.0
Más de 4 dormitorios en Carrasco,650000,459.0,https://www.gallito.com.uy/casa-de-6-dormitorios-en-venta-en-carrasco-inmuebles-20823065,-34.88955,-56.05844,Más de 4 dormitorios,Carrasco,Carrasco,14.0
3 Dormitorios en Pocitos,650000,1.0,https://www.gallito.com.uy/casa-pocitos-venta-3-dormitorios-iturriaga-con-fondo-y-gara-inmuebles-18136187,,,3 Dormitorios,Pocitos,Pocitos,8.0
4 Dormitorios en Carrasco,650000,251.0,https://www.gallito.com.uy/casa-venta-carrasco-4-dormitorios-y-serv-a-1-cuadra-ramb-inmuebles-21680077,-34.88347,-56.04535,4 Dormitorios,Carrasco,Carrasco,14.0
4 Dormitorios en Punta Gorda,650000,193.0,https://www.gallito.com.uy/casa-en-venta-de-4-dormitorios-c-cochera-en-punta-gorda-inmuebles-22082885,-34.8956,-56.08682,4 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Parque Batlle,650000,600.0,https://www.gallito.com.uy/ideal-empresa-grandes-comodidades-proximo-av-italia-inmuebles-14517020,-34.89142,-56.15881,Más de 4 dormitorios,Parque Batlle,"Parque Batlle, Villa Dolores",10.0
Más de 4 dormitorios en Prado,650000,450.0,https://www.gallito.com.uy/espectacular-propiedad-de-estilo-sobre-avenida-inmuebles-13222210,,,Más de 4 dormitorios,Prado,"Prado, Nueva Savona",39.0
3 Dormitorios en Punta Gorda,650000,360.0,https://www.gallito.com.uy/venta-casa-punta-gorda-3-dormitorios-inmuebles-12568204,-34.88864,-56.08847,3 Dormitorios,Punta Gorda,Punta Gorda,13.0
Más de 4 dormitorios en Pocitos,650000,350.0,https://www.gallito.com.uy/f-inmuebles-21628145,-34.91709,-56.15054,Más de 4 dormitorios,Pocitos,Pocitos,8.0
Más de 4 dormitorios en Atahualpa,650000,444.0,https://www.gallito.com.uy/iza-venta-casa-atahualpa-5-dormitorios-inmuebles-13753212,-34.87123,-56.18723,Más de 4 dormitorios,Atahualpa,Atahualpa,43.0
